Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
Journal of Lung Cancer Diagnosis & Treatment Open Access Journal,https://www.omicsonline.org/lung-cancer-diagnosis-treatment.php,https://www.omicsonline.org/editorialboard-lung-cancer-diagnosis-treatment.php,https://www.omicsonline.org/archive-lung-cancer-diagnosis-treatment.php,https://www.omicsonline.org/contact-lung-cancer-diagnosis-treatment.php, 
Journal of Lung Diseases & Treatment Open Access Journal,https://www.omicsonline.org/lung-diseases-treatment.php,https://www.omicsonline.org/editorialboard-lung-diseases-treatment.php,https://www.omicsonline.org/archive-lung-diseases-treatment.php,https://www.omicsonline.org/contact-lung-diseases-treatment.php, ISSN: 2472-1018
Journal of Medical & Surgical Pathology Open Access Journal,https://www.omicsonline.org/medical-surgical-pathology.php,https://www.omicsonline.org/editorialboard-medical-surgical-pathology.php,https://www.omicsonline.org/archive-medical-surgical-pathology.php,https://www.omicsonline.org/contact-medical-surgical-pathology.php, ISSN: 2472-4971
Journal of Medical Diagnostic Methods Open Access Journal,https://www.omicsonline.org/medical-diagnostic-methods.php,https://www.omicsonline.org/editorialboard-medical-diagnostic-methods-open-access.php,https://www.omicsonline.org/archive-medical-diagnostic-methods-open-access.php,https://www.omicsonline.org/contact-medical-diagnostic-methods-open-access.php, ISSN: 2168-9784
Journal of Medical Implants & Surgery Open Access Journal,https://www.omicsonline.org/medical-implants-surgery.php,https://www.omicsonline.org/editorialboard-medical-implants-surgery.php,https://www.omicsonline.org/archive-medical-implants-surgery.php,https://www.omicsonline.org/contact-medical-implants-surgery.php, 
Journal of Medical Physiology & Therapeutics ,https://www.omicsonline.org/medical-physiology-therapeutics.php,https://www.omicsonline.org/editorialboard-medical-physiology-therapeutics.php,https://www.omicsonline.org/archive-medical-physiology-therapeutics.php,https://www.omicsonline.org/contact-medical-physiology-therapeutics.php, 
Journal of Metabolic Syndrome Open Access Journal,https://www.omicsonline.org/metabolic-syndrome.php,https://www.omicsonline.org/editorialboard-metabolic-syndrome-open-access.php,https://www.omicsonline.org/archive-metabolic-syndrome-open-access.php,https://www.omicsonline.org/contact-metabolic-syndrome-open-access.php, ISSN: 2167-0943
Journal of Microbiology and Pathology ,https://www.omicsonline.org/journal-microbiology-pathology.php,https://www.omicsonline.org/editorialboard-journal-microbiology-pathology.php,https://www.omicsonline.org/archive-journal-microbiology-pathology.php,https://www.omicsonline.org/contact-journal-microbiology-pathology.php, 
Journal of Molecular Histology & Medical Physiology Open Access Journal,https://www.omicsonline.org/molecular-histology-medical-physiology.php,https://www.omicsonline.org/editorialboard-molecular-histology-medical-physiology.php,https://www.omicsonline.org/archive-molecular-histology-medical-physiology.php,https://www.omicsonline.org/contact-molecular-histology-medical-physiology.php, 
Journal of Morphology and Anatomy ,https://www.omicsonline.org/morphology-anatomy.php,https://www.omicsonline.org/editorialboard-morphology-anatomy.php,https://www.omicsonline.org/archive-morphology-anatomy.php,https://www.omicsonline.org/contact-morphology-anatomy.php, 
Journal of Neonatal Biology Open Access Journal,https://www.omicsonline.org/neonatal-biology.php,https://www.omicsonline.org/editorialboard-neonatal-biology-open-access.php,https://www.omicsonline.org/archive-neonatal-biology-open-access.php,https://www.omicsonline.org/contact-neonatal-biology-open-access.php, ISSN: 2167-0897
Journal of Nephrology & Therapeutics Open Access Journal,https://www.omicsonline.org/nephrology-therapeutics.php,https://www.omicsonline.org/editorialboard-nephrology-therapeutics-open-access.php,https://www.omicsonline.org/archive-nephrology-therapeutics-open-access.php,https://www.omicsonline.org/contact-nephrology-therapeutics-open-access.php, ISSN: 2161-0959
Journal of Novel Physiotherapies Open Access Journal,https://www.omicsonline.org/novel-physiotherapies.php,https://www.omicsonline.org/editorialboard-novel-physiotherapies-open-access.php,https://www.omicsonline.org/archive-novel-physiotherapies-open-access.php,https://www.omicsonline.org/contact-novel-physiotherapies-open-access.php, ISSN: 2165-7025
Journal of Nuclear Medicine & Radiation Therapy Open Access Journal,https://www.omicsonline.org/nuclear-medicine-radiation-therapy.php,https://www.omicsonline.org/editorialboard-nuclear-medicine-radiation-therapy-open-access.php,https://www.omicsonline.org/archive-nuclear-medicine-radiation-therapy-open-access.php,https://www.omicsonline.org/contact-nuclear-medicine-radiation-therapy-open-access.php, ISSN: 2155-9619
Journal of Nutritional Disorders & Therapy Open Access Journal,https://www.omicsonline.org/nutritional-disorders-therapy.php,https://www.omicsonline.org/editorialboard-nutritional-disorders-therapy-open-access.php,https://www.omicsonline.org/archive-nutritional-disorders-therapy-open-access.php,https://www.omicsonline.org/contact-nutritional-disorders-therapy-open-access.php, ISSN: 2161-0509
Journal of Obesity & Weight Loss Therapy Open Access Journal,https://www.omicsonline.org/obesity-weight-loss-therapy.php,https://www.omicsonline.org/editorialboard-obesity-weight-loss-therapy-open-access.php,https://www.omicsonline.org/archive-obesity-weight-loss-therapy-open-access.php,https://www.omicsonline.org/contact-obesity-weight-loss-therapy-open-access.php, ISSN: 2165-7904
Journal of Obesity and Metabolism ,https://www.omicsonline.org/journal-obesity-metabolism.php,https://www.omicsonline.org/editorialboard-journal-obesity-metabolism.php,https://www.omicsonline.org/archive-journal-obesity-metabolism.php,https://www.omicsonline.org/contact-journal-obesity-metabolism.php, 
Journal of Odontology ,https://www.omicsonline.org/journal-odontology.php,https://www.omicsonline.org/editorialboard-journal-odontology.php,https://www.omicsonline.org/archive-journal-odontology.php,https://www.omicsonline.org/contact-journal-odontology.php, 
Journal of Oncology Medicine & Practice Open Access Journal,https://www.omicsonline.org/oncology-medicine-practice.php,https://www.omicsonline.org/editorialboard-oncology-medicine-practice.php,https://www.omicsonline.org/archive-oncology-medicine-practice.php,https://www.omicsonline.org/contact-oncology-medicine-practice.php, ISSN: 2576-3857
Journal of Oncology Research and Treatment Open Access Journal,https://www.omicsonline.org/advances-oncology-research-and-treatments.php,https://www.omicsonline.org/editorialboard-advances-oncology-research-and-treatments.php,https://www.omicsonline.org/archive-advances-oncology-research-and-treatments.php,https://www.omicsonline.org/contact-advances-oncology-research-and-treatments.php, 
Journal of Oncology Translational Research Open Access Journal,https://www.omicsonline.org/guidelines-oncology-translational-research.php,https://www.omicsonline.org/editorialboard-oncology-translational-research.php,https://www.omicsonline.org/archive-oncology-translational-research.php,https://www.omicsonline.org/contact-oncology-translational-research.php, ISSN: 2476-2261
"Journal of Oral Hygiene & Health Open Access Journal, Official Journal of Alexandria Oral Implantology Association, London School of Facial Orthotropics",https://www.omicsonline.org/oral-hygiene-and-health.php,https://www.omicsonline.org/editorialboard-oral-hygiene-health-open-access.php,https://www.omicsonline.org/archive-oral-hygiene-health-open-access.php,https://www.omicsonline.org/contact-oral-hygiene-health-open-access.php, ISSN: 2332-0702
Journal of Orthopedic Oncology Open Access Journal,https://www.omicsonline.org/orthopedic-oncology.php,https://www.omicsonline.org/editorialboard-orthopedic-oncology.php,https://www.omicsonline.org/archive-orthopedic-oncology.php,https://www.omicsonline.org/contact-orthopedic-oncology.php, ISSN 2472-016X
Journal of Osteoarthritis Open Access Journal,https://www.omicsonline.org/osteoarthritis.php,https://www.openaccessjournals.com/journals/clinical-rheumatology-archive.html,javascript:void(0);,https://www.openaccessjournals.com/journals/clinical-rheumatology-submitmanuscript.html,NA
Journal of Osteoporosis and Physical Activity Open Access Journal,https://www.omicsonline.org/osteoporosis-and-physical-activity.php,https://www.omicsonline.org/editorialboard-osteoporosis-and-physical-activity-open-access.php,https://www.omicsonline.org/archive-osteoporosis-and-physical-activity-open-access.php,https://www.omicsonline.org/contact-osteoporosis-and-physical-activity-open-access.php, ISSN: 2329-9509
Journal of Paediatric Medicine & Surgery ,https://www.omicsonline.org/paediatric-medicine-surgery.php,https://www.omicsonline.org/editorialboard-paediatric-medicine-surgery.php,https://www.omicsonline.org/archive-paediatric-medicine-surgery.php,https://www.omicsonline.org/contact-paediatric-medicine-surgery.php, 
Journal of Pain Management & Medicine Open Access Journal,https://www.omicsonline.org/pain-management-medicine.php,https://www.omicsonline.org/editorialboard-pain-management-medicine.php,https://www.omicsonline.org/archive-pain-management-medicine.php,https://www.omicsonline.org/contact-pain-management-medicine.php, 
Journal of Palliative Care & Medicine Open Access Journal,https://www.omicsonline.org/palliative-care-medicine.php,https://www.omicsonline.org/editorialboard-palliative-care-medicine-open-access.php,https://www.omicsonline.org/archive-palliative-care-medicine-open-access.php,https://www.omicsonline.org/contact-palliative-care-medicine-open-access.php, ISSN: 2165-7386
Journal of Perioperative Medicine ,https://www.omicsonline.org/journal-perioperative-medicine.php,https://www.omicsonline.org/editorialboard-journal-perioperative-medicine.php,https://www.omicsonline.org/archive-journal-perioperative-medicine.php,https://www.omicsonline.org/contact-journal-perioperative-medicine.php, 
Journal of Physiotherapy & Physical Rehabilitation Open Access Journal,https://www.omicsonline.org/physiotherapy-physical-rehabilitation.php,https://www.omicsonline.org/editorialboard-physiotherapy-physical-rehabilitation.php,https://www.omicsonline.org/archive-physiotherapy-physical-rehabilitation.php,https://www.omicsonline.org/contact-physiotherapy-physical-rehabilitation.php, ISSN: 2573-0312
Journal of Pituitary Research & Treatment ,https://www.omicsonline.org/pituitary-research-treatment.php,https://www.omicsonline.org/editorialboard-pituitary-research-treatment.php,https://www.omicsonline.org/archive-pituitary-research-treatment.php,https://www.omicsonline.org/contact-pituitary-research-treatment.php, 
Journal of Pregnancy and Child Health Open Access Journal,https://www.omicsonline.org/pregnancy-and-child-health.php,https://www.omicsonline.org/editorialboard-pregnancy-and-child-health-open-access.php,https://www.omicsonline.org/archive-pregnancy-and-child-health-open-access.php,https://www.omicsonline.org/contact-pregnancy-and-child-health-open-access.php, ISSN: 2376-127X
Journal of Prostate Cancer Open Access Journal,https://www.omicsonline.org/prostate-cancer.php,https://www.omicsonline.org/editorialboard-prostate-cancer.php,https://www.omicsonline.org/archive-prostate-cancer.php,https://www.omicsonline.org/contact-prostate-cancer.php, 
Journal of Pulmonary & Respiratory Medicine Open Access Journal,https://www.omicsonline.org/pulmonary-respiratory-medicine.php,https://www.omicsonline.org/editorialboard-pulmonary-respiratory-medicine-open-access.php,https://www.omicsonline.org/archive-pulmonary-respiratory-medicine-open-access.php,https://www.omicsonline.org/contact-pulmonary-respiratory-medicine-open-access.php, ISSN: 2161-105X
Journal of Pulmonology and Respiratory Diseases ,https://www.omicsonline.org/pulmonology-respiratory-diseases.php,https://www.omicsonline.org/editorialboard-pulmonology-respiratory-diseases.php,https://www.omicsonline.org/archive-pulmonology-respiratory-diseases.php,https://www.omicsonline.org/contact-pulmonology-respiratory-diseases.php, 
Journal of Sports Medicine & Doping Studies Open Access Journal,https://www.omicsonline.org/sports-medicine-doping-studies.php,https://www.omicsonline.org/editorialboard-sports-medicine-doping-studies-open-access.php,https://www.omicsonline.org/archive-sports-medicine-doping-studies-open-access.php,https://www.omicsonline.org/contact-sports-medicine-doping-studies-open-access.php, ISSN: 2161-0673
